Stance,Tweet
0,morning we #marchonwashington for women's issues: #wage #climate #security #choice #economy #equity #marriage we are whole. @votolatino
1,@CrimsonHotMess don't need your input but thanks.
-1,"off to see @sickboyt2 @trainspottinghq @t2updates @t2trainspotting again tonight. twice in two days, it really is that good"
1,It very simple .. Let women choose..
0,did you see? an important lgbt rights case could be heard by #scotus in the coming year
1,"my #painting of ann keenan, part of a series on women who died because abortion was illegal."
-1,just drank first coffee in about a week. it's hitting hard. but at least the baby stopped crawling on the ceiling.
-1,selfie for life
0,"is a grandparent not a ""person""? #scotus said no ban on anyone who has “a bona fide relationship"" w/ ""a person...in"" the united states"
1,thanks @meehancarolanne &amp; @1310news for chatting w/ us about ottawa's anti-abortion flag &amp; protesters
0,time for puppies!!!!!!!
0,the addition of justice neil gorsuch promises to make the next supreme court term a blockbuster.
-1,“abortion doula” says she provides emotional support to women who kill their children
1,@actualepafacts can you put this back up on your wall? it shows who you really are.
-1,my favourite hairdresser
1,this poet's response to #victimblaming is everything. culture
-1,our nicquid order finally arrived!! ...
-1,"Pregnancy is not a crisis. It's a gift. Whether they be wanted by you or someone else, no child is unwanted."
-1,"@Andrea_provida Or another hypocrisy are those who campaign for animal rights but are ""pro choice"" ."
0,icymi: #marriageequality formally signed into law in germany!
0,#theresistance #persist #antifa #itmfa #scotus #liberals taste victory no matter #gorsuch outcome - politico
-1,#chooselife assisted suicide is next step toward this (legalized abortion was the 1st).the right to life is 1st &amp;most basic of
0,this is a time for greatness. a time for those who can to stand up &amp; speak.
1,"thank you to reps. @deblavender, @judym691 &amp; @karlamay for standing up for missourians #reprohealth &amp; !"
1,Good thing I don't live in Kingston woulda started a riot by now with this 'pro-life' protest
-1,. @waterfordit 's #operationtransformation campaign in full swing in the canteen! #horticulture features prominently
-1,"How can someone be calling for abortion in a speech and end it with ""God bless America""?"
1,we live in a country where it's safer to be a brutal white rapist than a black man driving with his family.
-1,EVERYONE has a right and choice of either HEAVEN or HELL.
0,@j6fras same but I got hated for it.
1,the embargo is off and i can share that elevator girl is an @oneill_center semifinalist.
0,this is by far the best article i've read on summarizing the possible #scotus nominees:
0,"if judge gorsuch sees lgbt folks as a social agenda, unworthy of judicial protection, he doesn't belong on ."
-1,"@PrevailChris Sexual Assault is Epidemic.. Not just in Military, Colleges, Universities. Fight 2 Stop this Crime=Less Need 4"
0, lovewins in germany!
1,"created by @joebiden - it's on us ""autocorrect"" psa translates casual conversation to reveal -"
-1,i think we are born in direct response to a plan god has. life is hard when we don't discover god's plan.
0,#men #marriage a powerful article excerpt written by a man
0,i am human.
0,yes but @sensanders you ruined an opportunity to fix it with hillary and #scotus by turning young ppl against her and getting trump elected
1,"#jehovahswitnesses blame woman's ""choice of associates"" for her rape"
1,general hospital's fail: how #rape became seduction by @willvanstonejr
-1,The answer to a #crisis #pregnancy is to eliminate the crisis not the #child.youthgen
-1,Planned Parenthood lines its pockets while sacrificing women and children in need at the altar of abortion.
0,ten years and more in love than ever!
1,get ready for a fight - all of trump's potential supreme court picks would be dangerous for .
0,yes!--&gt;gop congressman introduces bill to ban #scotus from ever again citing its own #obamacare cases
-1,"RT @freesafelegal: ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay"
0,"""this was a despicable act by the republican party to steal this seat"" senator @chriscoons on #scotus judge garland @sxmpotus 124 @siriusxm"
-1,Mzwakhe mbuli says doctors & nurses are paid assassins.. they kill unborn babies & give it a fancy name
1,sign: tell @senatedems to stand their ground on
-1,Can we get a law for the little ones who can't even speak for themselves?
0,love is love
0,donald trump will announce his pick for #scotus 2m night. be 1st to know who he picks—sign up for mobile alerts!
-1,"@students4lifehq delivered 196,543 baby socks to capitol hill!"
0,"""woe unto them that call evil good, and good evil..."" isaiah 5:20 kjv #libs #dems #rinos #scotus #isaiah3:9kjv"
0,"as the 1st potus, george washington—elected otd 1789—filled the entire federal judiciary. here's his 1st batch of #scotus appointees."
0,"@shamless_sunday @ananavarro @stevescalise putin playbook tactic #4: project your darkness on the victim, &amp; then blame them for exactly that. #filthygop tricks."
-1,In church for a Pro-life meeting. I will be the voice for the unborn. !!
0,"@senthomtillis felt same way about merrill garland. but w/ @potus under investigation, best to delay #scotus decision until there is a resolution."
-1,congratulations to michael knox of immaculate conception academy in cincy for taking 3rd place at the @nrlc oratory contest!
0,"today's @googledoodles celebrates fred @korematsu's 98th birthday, the namesake of the 1944 #scotus case challenging japanese internment."
0,@rosaryrevival Prayers & best wishes for St Catherine of Sienna on Wednesday. Will say #Eastertide Glorious Mysteries as usual.
0,@BaronTrader @DynaMoChen Margret Sangers Looking a little rough!!!!
1,women are leading the resistance against trump. we shouldn't dismiss their activism by compromising on .
0,the first ever @iwpride was a huge success! we're so thrilled to see this fab article in the @huffington &gt;
-1,How much do we really believe in equal rights for all mankind?
1,"@mrprolife Complications come with all types of medical procedures, doesn't mean procedure itself should be banned."
1,@ihwco i hope that's a joke &amp; not a real commercial? #banhijabs #banburkas #hijabs are part of #rapeculture &amp; women who wear them make me mad.
-1,closed! planned parenthood permanently closes another abortion clinic in new jersey
-1,wish i could be in dc for the march for life rn
-1,mt @politicsiswar: for convenience...
-1,Was at the planned parenthood protest in #fitchburg today with the image of Our Lady of America
1,"last year the #oscars had survivors of sexual assault on stage. this year, casey affleck."
1,"speaking of men who pretend they're feminists to exploit &amp; abuse women: this dude is ""very sorry."""
0,there is more to being a #marriage and family therapist than meets the eye - and family therapist
0,wedding bells are ringing in malta!
-1,mt @marylene58: so beautiful and angelic. please .
0,#youth spreading messages through sketches to raise awareness on #marriage and #globalization @ypeer @unfpasyria
-1,The HHS contraceptive mandate has been challenged in #SCOUTS 6 times and has lost 6 times.
0,"hey obama judge derrick watson, you might want to pay more attention to your state, since army soldier joined isis in hi."
1,"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality""."
0,Living in a pub isnt all that good when your friends turn into alcoholics @jbrowne_94
0,#truth rt if you agree.
1,fabulous event with @ladypjustice tonight in nyc! check them out in your city this summer!
0,"seatac airport was full of love tonight. not sure of the numbers yet but had to be 2,000 - 2,500."
1,we must stand together! #lgbt equality &amp; #reprorights share same legal basis @rachelbtiven @lambdalegal @reprorights
0,i wrote this song for my beautiful wife jaana from my heart by dan dyer
-1,"with the sequel on friday, see where it all started! #trainspotting blu-ray only £6.99! -"
0,call your senators - (202) 224-3121 and tell them to #confirmgorsuch to the supreme court #scotus #standwithrand @randpaul @senatemajldr
-1,Abortion is genocide - I don't think you know what genocide means.
-1,it's ironic that ppl will perform lifesaving therapies on animals to preserve their lives-but have staunch views in favor of
0,"""how to save your marriage and increase your productivity"""
1,we must reject gop’s radical attempt to restrict women’s #reprorights – even when they have private insurance!
0,"“you teach people how to treat you by what you allow, what you stop, and what you reinforce.” #ae17 #lovewins @wipehomophobia"
